id,name,score1,score2
5164,student_5164,83,82
5165,student_5165,55,68
5166,student_5166,81,99
5167,student_5167,51,59
5168,student_5168,100,70
5169,student_5169,67,78
5170,student_5170,63,77
5171,student_5171,89,85
5172,student_5172,78,84
5173,student_5173,62,81
5174,student_5174,78,53
5175,student_5175,99,50
5176,student_5176,65,54
5177,student_5177,71,71
5178,student_5178,79,57
5179,student_5179,100,55
5180,student_5180,78,79
5181,student_5181,75,95
5182,student_5182,83,53
5183,student_5183,79,76
5184,student_5184,52,77
5185,student_5185,79,65
5186,student_5186,66,88
5187,student_5187,57,82
5188,student_5188,68,77
5189,student_5189,72,93
5190,student_5190,84,74
5191,student_5191,56,85
5192,student_5192,69,86
5193,student_5193,51,66
5194,student_5194,90,52
5195,student_5195,58,81
5196,student_5196,96,92
5197,student_5197,100,73
5198,student_5198,60,56
5199,student_5199,96,51
5200,student_5200,75,72
5201,student_5201,88,82
5202,student_5202,96,78
5203,student_5203,63,80
5204,student_5204,91,55
5205,student_5205,95,50
5206,student_5206,73,79
5207,student_5207,75,92
5208,student_5208,70,71
5209,student_5209,69,51
5210,student_5210,52,68
5211,student_5211,83,77
5212,student_5212,77,91
5213,student_5213,97,75
5214,student_5214,69,58
5215,student_5215,77,91
5216,student_5216,60,60
5217,student_5217,55,97
5218,student_5218,62,75
5219,student_5219,57,71
5220,student_5220,54,67
5221,student_5221,89,80
5222,student_5222,68,79
5223,student_5223,64,59
5224,student_5224,52,79
5225,student_5225,51,51
5226,student_5226,95,64
5227,student_5227,58,76
5228,student_5228,56,73
5229,student_5229,97,97
5230,student_5230,67,50
5231,student_5231,65,93
5232,student_5232,81,69
5233,student_5233,68,92
5234,student_5234,51,64
5235,student_5235,88,83
5236,student_5236,55,65
5237,student_5237,82,91
5238,student_5238,89,53
5239,student_5239,51,50
5240,student_5240,64,65
5241,student_5241,78,53
5242,student_5242,71,66
5243,student_5243,51,62
5244,student_5244,69,94
5245,student_5245,91,73
5246,student_5246,70,81
5247,student_5247,88,81
5248,student_5248,63,65
5249,student_5249,51,60
5250,student_5250,97,63
5251,student_5251,62,55
5252,student_5252,76,96
5253,student_5253,51,59
5254,student_5254,67,79
5255,student_5255,92,69
5256,student_5256,75,60
5257,student_5257,68,81
5258,student_5258,59,70
5259,student_5259,65,96
5260,student_5260,75,76
5261,student_5261,71,58
5262,student_5262,75,99
5263,student_5263,75,100
5264,student_5264,99,65
5265,student_5265,77,100
5266,student_5266,54,100
5267,student_5267,84,65
5268,student_5268,70,90
5269,student_5269,53,60
5270,student_5270,58,81
5271,student_5271,76,60
5272,student_5272,92,83
5273,student_5273,63,70
5274,student_5274,99,97
5275,student_5275,63,66
5276,student_5276,63,63
5277,student_5277,95,98
5278,student_5278,60,79
5279,student_5279,75,98
5280,student_5280,84,70
5281,student_5281,78,71
5282,student_5282,51,68
5283,student_5283,77,71
5284,student_5284,77,52
5285,student_5285,79,64
5286,student_5286,62,50
5287,student_5287,50,93
5288,student_5288,59,100
5289,student_5289,51,77
5290,student_5290,83,78
5291,student_5291,66,83
5292,student_5292,91,68
5293,student_5293,90,67
5294,student_5294,75,87
5295,student_5295,99,64
5296,student_5296,86,73
5297,student_5297,76,55
5298,student_5298,61,86
5299,student_5299,78,71
5300,student_5300,76,80
5301,student_5301,72,55
5302,student_5302,54,80
5303,student_5303,82,60
5304,student_5304,59,81
5305,student_5305,62,63
5306,student_5306,74,95
5307,student_5307,81,68
5308,student_5308,82,52
5309,student_5309,89,87
5310,student_5310,88,88
5311,student_5311,82,51
5312,student_5312,50,70
5313,student_5313,77,68
5314,student_5314,51,69
5315,student_5315,87,63
5316,student_5316,77,97
5317,student_5317,52,57
5318,student_5318,61,70
5319,student_5319,55,75
5320,student_5320,99,80
5321,student_5321,95,61
5322,student_5322,97,98
5323,student_5323,56,70
5324,student_5324,59,66
5325,student_5325,52,65
5326,student_5326,63,68
5327,student_5327,62,84
5328,student_5328,98,61
5329,student_5329,74,59
5330,student_5330,84,94
5331,student_5331,88,87
5332,student_5332,81,87
5333,student_5333,94,54
5334,student_5334,50,61
5335,student_5335,95,76
5336,student_5336,100,57
5337,student_5337,72,54
5338,student_5338,99,64
5339,student_5339,88,87
5340,student_5340,62,52
5341,student_5341,57,76
5342,student_5342,84,74
5343,student_5343,79,90
5344,student_5344,91,79
5345,student_5345,84,70
5346,student_5346,70,81
5347,student_5347,60,54
5348,student_5348,72,87
5349,student_5349,51,56
5350,student_5350,93,92
5351,student_5351,85,62
5352,student_5352,96,69
5353,student_5353,75,95
5354,student_5354,74,99
5355,student_5355,98,58
5356,student_5356,96,98
5357,student_5357,52,92
5358,student_5358,88,97
5359,student_5359,62,59
5360,student_5360,76,86
5361,student_5361,66,68
5362,student_5362,91,79
5363,student_5363,81,51
5364,student_5364,77,64
5365,student_5365,79,87
5366,student_5366,64,83
5367,student_5367,79,70
5368,student_5368,54,65
5369,student_5369,65,52
5370,student_5370,72,57
5371,student_5371,52,82
5372,student_5372,50,62
5373,student_5373,93,69
5374,student_5374,76,90
5375,student_5375,91,73
5376,student_5376,63,75
5377,student_5377,52,81
5378,student_5378,62,80
5379,student_5379,71,92
5380,student_5380,69,61
5381,student_5381,60,91
5382,student_5382,70,66
5383,student_5383,73,77
5384,student_5384,91,72
5385,student_5385,83,71
5386,student_5386,62,89
5387,student_5387,78,79
5388,student_5388,62,71
5389,student_5389,78,58
5390,student_5390,76,60
5391,student_5391,77,86
5392,student_5392,87,81
5393,student_5393,56,76
5394,student_5394,97,65
5395,student_5395,72,65
5396,student_5396,86,83
5397,student_5397,86,92
5398,student_5398,59,79
5399,student_5399,81,81
5400,student_5400,75,80
5401,student_5401,53,93
5402,student_5402,57,75
5403,student_5403,98,98
5404,student_5404,67,70
5405,student_5405,50,89
5406,student_5406,74,84
5407,student_5407,65,83
5408,student_5408,90,58
5409,student_5409,59,79
5410,student_5410,100,82
5411,student_5411,95,85
5412,student_5412,93,100
5413,student_5413,79,63
5414,student_5414,93,97
5415,student_5415,61,57
5416,student_5416,77,100
5417,student_5417,70,56
5418,student_5418,77,91
5419,student_5419,60,67
5420,student_5420,100,63
5421,student_5421,99,60
5422,student_5422,51,88
5423,student_5423,94,63
5424,student_5424,70,50
5425,student_5425,74,92
5426,student_5426,75,88
5427,student_5427,77,53
5428,student_5428,57,92
5429,student_5429,75,68
5430,student_5430,81,77
5431,student_5431,87,82
5432,student_5432,89,69
5433,student_5433,68,78
5434,student_5434,77,87
5435,student_5435,97,54
5436,student_5436,51,65
5437,student_5437,92,57
5438,student_5438,82,82
5439,student_5439,54,79
5440,student_5440,79,71
5441,student_5441,90,56
5442,student_5442,71,89
5443,student_5443,76,77
5444,student_5444,65,95
5445,student_5445,60,90
5446,student_5446,63,80
5447,student_5447,99,56
5448,student_5448,96,87
5449,student_5449,83,97
5450,student_5450,71,96
5451,student_5451,62,91
5452,student_5452,98,52
5453,student_5453,67,95
5454,student_5454,64,51
5455,student_5455,73,73
5456,student_5456,98,60
5457,student_5457,88,69
5458,student_5458,73,58
5459,student_5459,90,63
5460,student_5460,64,53
5461,student_5461,88,96
5462,student_5462,59,90
5463,student_5463,86,97
5464,student_5464,91,51
5465,student_5465,62,93
5466,student_5466,87,50
5467,student_5467,82,86
5468,student_5468,50,74
5469,student_5469,86,82
5470,student_5470,60,54
5471,student_5471,75,97
5472,student_5472,90,93
5473,student_5473,84,84
5474,student_5474,96,61
5475,student_5475,51,52
5476,student_5476,97,71
5477,student_5477,81,51
5478,student_5478,69,93
5479,student_5479,55,97
5480,student_5480,50,92
5481,student_5481,94,77
5482,student_5482,64,53
5483,student_5483,59,100
5484,student_5484,80,62
5485,student_5485,82,83
5486,student_5486,50,61
5487,student_5487,91,85
5488,student_5488,95,69
5489,student_5489,72,71
5490,student_5490,77,71
5491,student_5491,61,88
5492,student_5492,79,60
5493,student_5493,78,62
5494,student_5494,77,88
5495,student_5495,88,67
5496,student_5496,76,62
5497,student_5497,50,57
5498,student_5498,85,68
5499,student_5499,65,60
5500,student_5500,86,98
5501,student_5501,97,69
5502,student_5502,73,50
5503,student_5503,76,58
5504,student_5504,98,60
5505,student_5505,88,60
5506,student_5506,86,96
5507,student_5507,76,52
5508,student_5508,54,93
5509,student_5509,59,59
5510,student_5510,92,66
5511,student_5511,76,90
5512,student_5512,89,92
5513,student_5513,79,67
5514,student_5514,86,55
5515,student_5515,93,51
5516,student_5516,65,88
5517,student_5517,77,93
5518,student_5518,52,53
5519,student_5519,63,91
5520,student_5520,78,93
5521,student_5521,93,93
5522,student_5522,90,62
5523,student_5523,91,56
5524,student_5524,76,96
5525,student_5525,75,74
5526,student_5526,85,58
5527,student_5527,60,75
5528,student_5528,59,94
5529,student_5529,95,53
5530,student_5530,98,67
5531,student_5531,79,64
5532,student_5532,62,67
5533,student_5533,74,59
5534,student_5534,98,73
5535,student_5535,88,98
5536,student_5536,92,97
5537,student_5537,69,82
5538,student_5538,62,81
5539,student_5539,74,70
5540,student_5540,92,59
5541,student_5541,76,51
5542,student_5542,98,63
5543,student_5543,86,82
5544,student_5544,59,74
5545,student_5545,57,80
5546,student_5546,66,63
5547,student_5547,95,67
5548,student_5548,85,62
5549,student_5549,64,76
5550,student_5550,85,59
5551,student_5551,97,63
5552,student_5552,89,56
5553,student_5553,54,98
5554,student_5554,89,72
5555,student_5555,64,87
5556,student_5556,62,51
5557,student_5557,59,58
5558,student_5558,84,65
5559,student_5559,74,62
5560,student_5560,84,54
5561,student_5561,76,75
5562,student_5562,81,61
5563,student_5563,86,95
5564,student_5564,73,61
5565,student_5565,80,77
5566,student_5566,81,85
5567,student_5567,54,53
5568,student_5568,61,68
5569,student_5569,90,51
5570,student_5570,93,65
5571,student_5571,73,80
5572,student_5572,97,56
5573,student_5573,74,53
5574,student_5574,73,70
5575,student_5575,80,87
5576,student_5576,94,62
5577,student_5577,96,69
5578,student_5578,63,76
5579,student_5579,68,97
5580,student_5580,60,54
5581,student_5581,53,58
5582,student_5582,66,68
5583,student_5583,63,87
5584,student_5584,73,75
5585,student_5585,57,75
5586,student_5586,65,83
5587,student_5587,82,52
5588,student_5588,98,65
5589,student_5589,78,55
5590,student_5590,90,86
5591,student_5591,82,95
5592,student_5592,61,70
5593,student_5593,84,94
5594,student_5594,50,58
5595,student_5595,68,97
5596,student_5596,87,72
5597,student_5597,59,52
5598,student_5598,72,90
5599,student_5599,67,74
5600,student_5600,92,58
5601,student_5601,80,85
5602,student_5602,80,52
5603,student_5603,87,57
5604,student_5604,72,55
5605,student_5605,64,92
5606,student_5606,60,65
5607,student_5607,57,53
5608,student_5608,56,92
5609,student_5609,99,68
5610,student_5610,63,78
5611,student_5611,82,66
5612,student_5612,96,56
5613,student_5613,88,58
5614,student_5614,93,97
5615,student_5615,52,99
5616,student_5616,93,79
5617,student_5617,63,91
5618,student_5618,94,76
5619,student_5619,60,79
5620,student_5620,87,91
5621,student_5621,60,64
5622,student_5622,93,87
5623,student_5623,50,86
5624,student_5624,63,71
5625,student_5625,63,72
5626,student_5626,60,65
5627,student_5627,96,63
5628,student_5628,87,81
5629,student_5629,67,50
5630,student_5630,86,74
5631,student_5631,82,68
5632,student_5632,67,84
5633,student_5633,52,99
5634,student_5634,84,63
5635,student_5635,100,85
5636,student_5636,50,82
5637,student_5637,71,79
5638,student_5638,98,96
5639,student_5639,67,63
5640,student_5640,80,50
5641,student_5641,63,66
5642,student_5642,100,60
5643,student_5643,81,82
5644,student_5644,57,96
5645,student_5645,51,54
5646,student_5646,78,77
5647,student_5647,93,91
5648,student_5648,55,94
5649,student_5649,86,73
5650,student_5650,66,59
5651,student_5651,50,100
5652,student_5652,61,97
5653,student_5653,88,76
5654,student_5654,56,95
5655,student_5655,94,95
5656,student_5656,53,72
5657,student_5657,62,62
5658,student_5658,73,90
5659,student_5659,61,81
5660,student_5660,51,84
5661,student_5661,85,58
5662,student_5662,87,95
5663,student_5663,55,79
5664,student_5664,63,83
5665,student_5665,81,57
5666,student_5666,72,98
5667,student_5667,63,65
5668,student_5668,82,80
5669,student_5669,78,78
5670,student_5670,74,56
5671,student_5671,97,87
5672,student_5672,59,68
5673,student_5673,60,74
5674,student_5674,99,64
5675,student_5675,54,91
5676,student_5676,90,60
5677,student_5677,65,80
5678,student_5678,96,52
5679,student_5679,69,59
5680,student_5680,71,78
5681,student_5681,75,62
5682,student_5682,89,63
5683,student_5683,56,85
5684,student_5684,86,62
5685,student_5685,65,59
5686,student_5686,91,67
5687,student_5687,66,94
5688,student_5688,55,57
5689,student_5689,83,66
5690,student_5690,72,69
5691,student_5691,87,67
5692,student_5692,89,86
5693,student_5693,64,78
5694,student_5694,89,58
5695,student_5695,74,79
5696,student_5696,84,54
5697,student_5697,77,90
5698,student_5698,64,54
5699,student_5699,52,81
5700,student_5700,99,94
5701,student_5701,79,75
5702,student_5702,70,71
5703,student_5703,96,69
5704,student_5704,52,82
5705,student_5705,60,75
5706,student_5706,74,94
5707,student_5707,50,58
5708,student_5708,63,69
5709,student_5709,86,91
5710,student_5710,97,86
5711,student_5711,75,57
5712,student_5712,92,82
5713,student_5713,83,59
5714,student_5714,95,90
5715,student_5715,92,58
5716,student_5716,59,84
5717,student_5717,95,64
5718,student_5718,99,73
5719,student_5719,69,83
5720,student_5720,56,59
5721,student_5721,97,65
5722,student_5722,56,88
5723,student_5723,83,88
5724,student_5724,54,55
5725,student_5725,54,54
5726,student_5726,61,99
5727,student_5727,62,57
5728,student_5728,51,60
5729,student_5729,53,100
5730,student_5730,82,50
5731,student_5731,63,83
5732,student_5732,100,58
5733,student_5733,68,94
5734,student_5734,98,91
5735,student_5735,75,77
5736,student_5736,72,80
5737,student_5737,91,58
5738,student_5738,100,95
5739,student_5739,97,86
5740,student_5740,70,85
5741,student_5741,79,97
5742,student_5742,63,80
5743,student_5743,66,64
5744,student_5744,93,52
5745,student_5745,81,94
5746,student_5746,94,70
5747,student_5747,89,50
5748,student_5748,94,79
5749,student_5749,62,82
5750,student_5750,82,51
5751,student_5751,88,56
5752,student_5752,74,86
5753,student_5753,100,76
5754,student_5754,55,65
5755,student_5755,60,85
5756,student_5756,97,91
5757,student_5757,73,91
5758,student_5758,69,54
5759,student_5759,94,96
5760,student_5760,96,83
5761,student_5761,56,83
5762,student_5762,65,100
5763,student_5763,53,100
5764,student_5764,83,77
5765,student_5765,68,70
5766,student_5766,85,73
5767,student_5767,87,74
5768,student_5768,70,84
5769,student_5769,76,58
5770,student_5770,86,81
5771,student_5771,53,51
5772,student_5772,90,89
5773,student_5773,71,93
5774,student_5774,91,71
5775,student_5775,66,69
5776,student_5776,52,56
5777,student_5777,63,88
5778,student_5778,82,100
5779,student_5779,59,51
5780,student_5780,92,70
5781,student_5781,71,64
5782,student_5782,71,82
5783,student_5783,84,55
5784,student_5784,82,68
5785,student_5785,89,79
5786,student_5786,68,76
5787,student_5787,77,80
5788,student_5788,82,50
5789,student_5789,74,85
5790,student_5790,57,68
5791,student_5791,90,85
5792,student_5792,58,51
5793,student_5793,61,95
5794,student_5794,99,74
5795,student_5795,92,62
5796,student_5796,98,62
5797,student_5797,55,71
5798,student_5798,58,72
5799,student_5799,86,68
5800,student_5800,86,54
5801,student_5801,53,61
5802,student_5802,93,82
5803,student_5803,62,98
5804,student_5804,62,93
5805,student_5805,69,89
5806,student_5806,91,73
5807,student_5807,64,95
5808,student_5808,67,59
5809,student_5809,96,73
5810,student_5810,70,65
5811,student_5811,82,80
5812,student_5812,62,55
5813,student_5813,100,100
5814,student_5814,75,93
5815,student_5815,95,62
5816,student_5816,57,63
5817,student_5817,98,73
5818,student_5818,63,59
5819,student_5819,95,66
5820,student_5820,91,58
5821,student_5821,90,75
5822,student_5822,74,56
5823,student_5823,89,100
5824,student_5824,86,57
5825,student_5825,69,68
5826,student_5826,99,73
5827,student_5827,60,60
5828,student_5828,68,68
5829,student_5829,100,57
5830,student_5830,56,58
5831,student_5831,92,59
5832,student_5832,73,89
5833,student_5833,60,91
5834,student_5834,85,66
5835,student_5835,68,50
5836,student_5836,69,100
5837,student_5837,51,78
5838,student_5838,80,62
5839,student_5839,69,51
5840,student_5840,69,67
5841,student_5841,58,86
5842,student_5842,61,72
5843,student_5843,73,100
5844,student_5844,80,93
5845,student_5845,94,85
5846,student_5846,89,75
5847,student_5847,94,91
5848,student_5848,81,90
5849,student_5849,88,92
5850,student_5850,87,97
5851,student_5851,57,77
5852,student_5852,90,78
5853,student_5853,99,68
5854,student_5854,83,80
5855,student_5855,89,91
5856,student_5856,59,82
5857,student_5857,88,67
5858,student_5858,88,60
5859,student_5859,72,83
5860,student_5860,73,51
5861,student_5861,64,57
5862,student_5862,71,100
5863,student_5863,73,98
5864,student_5864,65,79
5865,student_5865,54,98
5866,student_5866,62,62
5867,student_5867,55,58
5868,student_5868,73,70
5869,student_5869,62,70
5870,student_5870,85,98
5871,student_5871,75,63
5872,student_5872,93,70
5873,student_5873,80,61
5874,student_5874,51,71
5875,student_5875,85,85
5876,student_5876,61,99
5877,student_5877,91,84
5878,student_5878,82,91
5879,student_5879,83,91
5880,student_5880,69,80
5881,student_5881,57,99
5882,student_5882,56,67
5883,student_5883,50,83
5884,student_5884,61,67
5885,student_5885,54,95
5886,student_5886,53,54
5887,student_5887,50,88
5888,student_5888,65,74
5889,student_5889,71,59
5890,student_5890,55,95
5891,student_5891,73,90
5892,student_5892,90,65
5893,student_5893,75,69
5894,student_5894,94,87
5895,student_5895,86,94
5896,student_5896,69,92
5897,student_5897,74,90
5898,student_5898,67,63
5899,student_5899,57,62
5900,student_5900,73,94
5901,student_5901,73,64
5902,student_5902,95,77
5903,student_5903,81,96
5904,student_5904,85,83
5905,student_5905,93,79
5906,student_5906,95,93
5907,student_5907,63,77
5908,student_5908,69,53
5909,student_5909,76,75
5910,student_5910,93,58
5911,student_5911,63,76
5912,student_5912,64,57
5913,student_5913,51,81
5914,student_5914,65,51
5915,student_5915,78,98
5916,student_5916,81,87
5917,student_5917,57,86
5918,student_5918,91,80
5919,student_5919,54,93
5920,student_5920,80,88
5921,student_5921,70,64
5922,student_5922,63,89
5923,student_5923,78,68
5924,student_5924,95,82
5925,student_5925,58,50
5926,student_5926,83,98
5927,student_5927,92,62
5928,student_5928,79,89
5929,student_5929,94,98
5930,student_5930,64,55
5931,student_5931,82,80
5932,student_5932,71,89
5933,student_5933,82,57
5934,student_5934,78,64
5935,student_5935,54,98
5936,student_5936,90,54
5937,student_5937,67,64
5938,student_5938,60,74
5939,student_5939,83,94
5940,student_5940,78,85
5941,student_5941,64,89
5942,student_5942,99,82
5943,student_5943,80,63
5944,student_5944,56,72
5945,student_5945,99,75
5946,student_5946,69,82
5947,student_5947,76,59
5948,student_5948,88,65
5949,student_5949,87,72
5950,student_5950,56,64
5951,student_5951,83,55
5952,student_5952,62,53
5953,student_5953,98,66
5954,student_5954,92,54
5955,student_5955,86,90
5956,student_5956,70,87
5957,student_5957,65,69
5958,student_5958,69,92
5959,student_5959,60,59
5960,student_5960,88,80
5961,student_5961,62,88
5962,student_5962,67,99
5963,student_5963,81,57
5964,student_5964,57,100
5965,student_5965,96,74
5966,student_5966,97,91
5967,student_5967,74,71
5968,student_5968,99,88
5969,student_5969,68,56
5970,student_5970,84,98
5971,student_5971,79,57
5972,student_5972,75,98
5973,student_5973,65,98
5974,student_5974,97,99
5975,student_5975,73,69
5976,student_5976,70,52
5977,student_5977,77,60
5978,student_5978,94,88
5979,student_5979,50,93
5980,student_5980,68,63
5981,student_5981,66,58
5982,student_5982,65,66
5983,student_5983,63,95
5984,student_5984,61,69
5985,student_5985,69,81
5986,student_5986,72,62
5987,student_5987,79,100
5988,student_5988,64,53
5989,student_5989,74,94
5990,student_5990,63,58
5991,student_5991,68,68
5992,student_5992,71,63
5993,student_5993,91,97
5994,student_5994,72,96
5995,student_5995,60,87
5996,student_5996,65,97
5997,student_5997,86,82
5998,student_5998,79,94
5999,student_5999,50,57
6000,student_6000,75,75
6001,student_6001,80,84
6002,student_6002,91,84
6003,student_6003,60,65
6004,student_6004,59,63
6005,student_6005,71,95
6006,student_6006,90,52
6007,student_6007,83,50
6008,student_6008,84,97
6009,student_6009,51,56
6010,student_6010,72,66
6011,student_6011,74,50
6012,student_6012,73,60
6013,student_6013,50,52
6014,student_6014,78,60
6015,student_6015,60,79
6016,student_6016,75,63
6017,student_6017,57,89
6018,student_6018,64,61
6019,student_6019,54,60
6020,student_6020,55,67
6021,student_6021,82,75
6022,student_6022,53,95
6023,student_6023,55,59
6024,student_6024,93,58
6025,student_6025,71,69
6026,student_6026,53,52
6027,student_6027,73,86
6028,student_6028,52,60
6029,student_6029,72,51
6030,student_6030,72,61
6031,student_6031,58,61
6032,student_6032,79,68
6033,student_6033,60,74
6034,student_6034,61,52
6035,student_6035,84,94
6036,student_6036,77,86
6037,student_6037,54,60
6038,student_6038,88,100
6039,student_6039,52,88
6040,student_6040,69,52
6041,student_6041,75,51
6042,student_6042,88,93
6043,student_6043,97,74
6044,student_6044,84,65
6045,student_6045,86,69
6046,student_6046,95,82
6047,student_6047,61,57
6048,student_6048,81,60
6049,student_6049,52,97
6050,student_6050,55,62
6051,student_6051,92,84
6052,student_6052,93,76
6053,student_6053,65,76
6054,student_6054,97,82
6055,student_6055,60,79
6056,student_6056,94,59
6057,student_6057,62,73
6058,student_6058,61,65
6059,student_6059,67,65
6060,student_6060,80,67
6061,student_6061,92,95
6062,student_6062,98,55
6063,student_6063,62,78
6064,student_6064,89,58
6065,student_6065,53,79
6066,student_6066,98,78
6067,student_6067,83,83
6068,student_6068,68,86
6069,student_6069,93,50
6070,student_6070,98,97
6071,student_6071,67,56
6072,student_6072,59,81
6073,student_6073,95,59
6074,student_6074,61,76
6075,student_6075,51,60
6076,student_6076,97,59
6077,student_6077,75,78
6078,student_6078,54,70
6079,student_6079,55,61
6080,student_6080,80,88
6081,student_6081,86,80
6082,student_6082,83,64
6083,student_6083,89,72
6084,student_6084,86,66
6085,student_6085,79,86
6086,student_6086,90,85
6087,student_6087,52,54
6088,student_6088,88,92
6089,student_6089,54,57
6090,student_6090,62,56
6091,student_6091,78,60
6092,student_6092,95,81
6093,student_6093,89,64
6094,student_6094,71,98
6095,student_6095,68,84
6096,student_6096,73,80
6097,student_6097,53,89
6098,student_6098,91,57
6099,student_6099,98,94
6100,student_6100,89,97
6101,student_6101,68,81
6102,student_6102,89,81
6103,student_6103,87,65
6104,student_6104,61,64
6105,student_6105,77,66
6106,student_6106,83,72
6107,student_6107,98,56
6108,student_6108,61,87
6109,student_6109,96,97
6110,student_6110,62,88
6111,student_6111,78,93
6112,student_6112,61,94
6113,student_6113,96,82
6114,student_6114,74,63
6115,student_6115,57,92
6116,student_6116,69,95
6117,student_6117,97,58
6118,student_6118,92,84
6119,student_6119,75,78
6120,student_6120,98,50
6121,student_6121,53,53
6122,student_6122,93,82
6123,student_6123,77,91
6124,student_6124,70,65
6125,student_6125,95,74
6126,student_6126,59,76
6127,student_6127,96,67
6128,student_6128,67,98
6129,student_6129,80,70
6130,student_6130,57,53
6131,student_6131,75,84
6132,student_6132,83,59
6133,student_6133,79,77
6134,student_6134,56,73
6135,student_6135,61,61
6136,student_6136,78,53
6137,student_6137,50,51
6138,student_6138,80,76
6139,student_6139,76,83
6140,student_6140,81,93
6141,student_6141,98,67
6142,student_6142,87,98
6143,student_6143,98,65
6144,student_6144,65,53
6145,student_6145,87,96
6146,student_6146,92,55
6147,student_6147,97,53
6148,student_6148,81,68
6149,student_6149,75,52
6150,student_6150,64,50
6151,student_6151,64,70
6152,student_6152,53,52
6153,student_6153,62,75
6154,student_6154,71,67
6155,student_6155,95,100
6156,student_6156,63,88
6157,student_6157,85,63
6158,student_6158,65,62
6159,student_6159,63,97
6160,student_6160,79,67
6161,student_6161,50,95
6162,student_6162,77,77
6163,student_6163,50,74
6164,student_6164,54,60
6165,student_6165,89,88
6166,student_6166,100,71
6167,student_6167,68,91
6168,student_6168,76,88
6169,student_6169,74,84
6170,student_6170,59,51
6171,student_6171,78,72
6172,student_6172,81,80
6173,student_6173,51,67
6174,student_6174,60,81
6175,student_6175,99,76
6176,student_6176,73,83
6177,student_6177,74,60
6178,student_6178,77,77
6179,student_6179,66,51
6180,student_6180,74,65
6181,student_6181,81,59
6182,student_6182,71,72
6183,student_6183,99,59
6184,student_6184,74,55
6185,student_6185,53,99
6186,student_6186,94,58
6187,student_6187,57,78
6188,student_6188,95,80
6189,student_6189,52,89
6190,student_6190,95,64
6191,student_6191,85,92
6192,student_6192,83,79
6193,student_6193,60,64
6194,student_6194,77,88
6195,student_6195,95,89
6196,student_6196,98,55
6197,student_6197,81,56
6198,student_6198,74,62
6199,student_6199,99,97
6200,student_6200,65,82
6201,student_6201,55,97
6202,student_6202,70,63
6203,student_6203,98,61
6204,student_6204,50,63
6205,student_6205,82,58
6206,student_6206,61,81
6207,student_6207,90,77
6208,student_6208,67,73
6209,student_6209,86,70
6210,student_6210,71,55
6211,student_6211,88,99
6212,student_6212,71,59
6213,student_6213,51,76
6214,student_6214,61,82
6215,student_6215,51,94
6216,student_6216,50,56
6217,student_6217,70,80
6218,student_6218,94,89
6219,student_6219,79,59
6220,student_6220,97,58
6221,student_6221,78,70
6222,student_6222,94,63
6223,student_6223,65,91
6224,student_6224,93,52
6225,student_6225,68,92
6226,student_6226,78,77
6227,student_6227,71,52
6228,student_6228,87,60
6229,student_6229,82,84
6230,student_6230,55,75
6231,student_6231,56,60
6232,student_6232,54,79
6233,student_6233,55,95
6234,student_6234,50,76
6235,student_6235,81,98
6236,student_6236,59,80
6237,student_6237,88,61
6238,student_6238,91,99
6239,student_6239,73,72
6240,student_6240,100,64
6241,student_6241,57,91
6242,student_6242,77,95
6243,student_6243,55,71
6244,student_6244,69,92
6245,student_6245,86,70
6246,student_6246,57,83
6247,student_6247,70,51
6248,student_6248,80,72
6249,student_6249,68,86
6250,student_6250,55,99
6251,student_6251,82,54
6252,student_6252,52,83
6253,student_6253,70,50
6254,student_6254,94,56
6255,student_6255,68,90
6256,student_6256,69,74
6257,student_6257,84,90
6258,student_6258,56,91
6259,student_6259,57,71
6260,student_6260,60,51
6261,student_6261,86,95
6262,student_6262,54,64
6263,student_6263,59,98
6264,student_6264,99,90
6265,student_6265,71,52
6266,student_6266,97,56
6267,student_6267,50,77
6268,student_6268,80,98
6269,student_6269,74,64
6270,student_6270,86,73
6271,student_6271,54,86
6272,student_6272,74,81
6273,student_6273,77,69
6274,student_6274,100,65
6275,student_6275,88,61
6276,student_6276,54,58
6277,student_6277,89,58
6278,student_6278,60,83
6279,student_6279,95,89
6280,student_6280,80,68
6281,student_6281,87,93
6282,student_6282,55,50
6283,student_6283,97,92
6284,student_6284,57,61
6285,student_6285,65,95
6286,student_6286,98,81
6287,student_6287,67,61
6288,student_6288,86,89
6289,student_6289,65,68
6290,student_6290,100,64
6291,student_6291,56,87
6292,student_6292,72,93
6293,student_6293,58,83
6294,student_6294,86,96
6295,student_6295,56,60
6296,student_6296,65,79
6297,student_6297,97,71
6298,student_6298,93,55
6299,student_6299,86,69
6300,student_6300,50,88
6301,student_6301,70,74
6302,student_6302,98,76
6303,student_6303,62,78
6304,student_6304,100,100
6305,student_6305,68,66
6306,student_6306,90,90
6307,student_6307,86,86
6308,student_6308,80,69
6309,student_6309,59,78
6310,student_6310,93,74
6311,student_6311,83,66
6312,student_6312,69,84
6313,student_6313,59,99
6314,student_6314,98,70
6315,student_6315,69,77
6316,student_6316,66,72
6317,student_6317,86,83
6318,student_6318,66,84
6319,student_6319,59,80
6320,student_6320,98,60
6321,student_6321,78,72
6322,student_6322,88,97
6323,student_6323,77,74
6324,student_6324,75,79
6325,student_6325,56,82
6326,student_6326,100,52
6327,student_6327,96,79
6328,student_6328,58,84
